step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,attack_family,is_synthetic
630,TRANSFER,8127.65,SYNTH_SMURF_0000013,48686.62,40558.97,SYNTH_SMURFSINK_0000013,0.0,8127.65,1,0,structuring_smurfing,1
473,TRANSFER,3649.46,SYNTH_SMURF_0000013,40558.97,36909.51,SYNTH_SMURFSINK_0000013,0.0,3649.46,1,0,structuring_smurfing,1
224,TRANSFER,9031.86,SYNTH_SMURF_0000013,36909.51,27877.65,SYNTH_SMURFSINK_0000013,0.0,9031.86,1,0,structuring_smurfing,1
554,TRANSFER,7862.2,SYNTH_SMURF_0000013,27877.65,20015.45,SYNTH_SMURFSINK_0000013,0.0,7862.2,1,0,structuring_smurfing,1
64,TRANSFER,3459.76,SYNTH_SMURF_0000013,20015.45,16555.69,SYNTH_SMURFSINK_0000013,0.0,3459.76,1,0,structuring_smurfing,1
590,TRANSFER,7635.38,SYNTH_SMURF_0000013,16555.69,8920.32,SYNTH_SMURFSINK_0000013,0.0,7635.38,1,0,structuring_smurfing,1
362,TRANSFER,9411.71,SYNTH_SMURF_0000014,54650.87,45239.16,SYNTH_SMURFSINK_0000014,0.0,9411.71,1,0,structuring_smurfing,1
135,TRANSFER,6936.4,SYNTH_SMURF_0000014,45239.16,38302.76,SYNTH_SMURFSINK_0000014,0.0,6936.4,1,0,structuring_smurfing,1
45,TRANSFER,7451.11,SYNTH_SMURF_0000014,38302.76,30851.65,SYNTH_SMURFSINK_0000014,0.0,7451.11,1,0,structuring_smurfing,1
168,TRANSFER,5928.76,SYNTH_SMURF_0000014,30851.65,24922.89,SYNTH_SMURFSINK_0000014,0.0,5928.76,1,0,structuring_smurfing,1
482,TRANSFER,8066.01,SYNTH_SMURF_0000014,24922.89,16856.88,SYNTH_SMURFSINK_0000014,0.0,8066.01,1,0,structuring_smurfing,1
377,TRANSFER,9684.37,SYNTH_SMURF_0000014,16856.88,7172.51,SYNTH_SMURFSINK_0000014,0.0,9684.37,1,0,structuring_smurfing,1
592,TRANSFER,6905.95,SYNTH_SMURF_0000015,56626.35,49720.4,SYNTH_SMURFSINK_0000015,0.0,6905.95,1,0,structuring_smurfing,1
438,TRANSFER,6920.78,SYNTH_SMURF_0000015,49720.4,42799.62,SYNTH_SMURFSINK_0000015,0.0,6920.78,1,0,structuring_smurfing,1
663,TRANSFER,7404.14,SYNTH_SMURF_0000015,42799.62,35395.48,SYNTH_SMURFSINK_0000015,0.0,7404.14,1,0,structuring_smurfing,1
387,TRANSFER,7825.45,SYNTH_SMURF_0000015,35395.48,27570.03,SYNTH_SMURFSINK_0000015,0.0,7825.45,1,0,structuring_smurfing,1
58,TRANSFER,7298.37,SYNTH_SMURF_0000015,27570.03,20271.67,SYNTH_SMURFSINK_0000015,0.0,7298.37,1,0,structuring_smurfing,1
446,TRANSFER,8294.63,SYNTH_SMURF_0000015,20271.67,11977.04,SYNTH_SMURFSINK_0000015,0.0,8294.63,1,0,structuring_smurfing,1
298,TRANSFER,7549.65,SYNTH_SMURF_0000016,46101.41,38551.76,SYNTH_SMURFSINK_0000016,0.0,7549.65,1,0,structuring_smurfing,1
433,TRANSFER,3605.73,SYNTH_SMURF_0000016,38551.76,34946.03,SYNTH_SMURFSINK_0000016,0.0,3605.73,1,0,structuring_smurfing,1
707,TRANSFER,6968.24,SYNTH_SMURF_0000016,34946.03,27977.79,SYNTH_SMURFSINK_0000016,0.0,6968.24,1,0,structuring_smurfing,1
452,TRANSFER,4485.64,SYNTH_SMURF_0000016,27977.79,23492.14,SYNTH_SMURFSINK_0000016,0.0,4485.64,1,0,structuring_smurfing,1
207,TRANSFER,7917.91,SYNTH_SMURF_0000016,23492.14,15574.23,SYNTH_SMURFSINK_0000016,0.0,7917.91,1,0,structuring_smurfing,1
269,TRANSFER,8543.85,SYNTH_SMURF_0000016,15574.23,7030.38,SYNTH_SMURFSINK_0000016,0.0,8543.85,1,0,structuring_smurfing,1
275,TRANSFER,5467.16,SYNTH_SMURF_0000017,39635.29,34168.13,SYNTH_SMURFSINK_0000017,0.0,5467.16,1,0,structuring_smurfing,1
367,TRANSFER,3337.54,SYNTH_SMURF_0000017,34168.13,30830.59,SYNTH_SMURFSINK_0000017,0.0,3337.54,1,0,structuring_smurfing,1
686,TRANSFER,3958.15,SYNTH_SMURF_0000017,30830.59,26872.44,SYNTH_SMURFSINK_0000017,0.0,3958.15,1,0,structuring_smurfing,1
202,TRANSFER,4293.27,SYNTH_SMURF_0000017,26872.44,22579.17,SYNTH_SMURFSINK_0000017,0.0,4293.27,1,0,structuring_smurfing,1
697,TRANSFER,5501.67,SYNTH_SMURF_0000017,22579.17,17077.5,SYNTH_SMURFSINK_0000017,0.0,5501.67,1,0,structuring_smurfing,1
92,TRANSFER,9325.76,SYNTH_SMURF_0000017,17077.5,7751.73,SYNTH_SMURFSINK_0000017,0.0,9325.76,1,0,structuring_smurfing,1
718,TRANSFER,8378.12,SYNTH_SMURF_0000018,44237.6,35859.47,SYNTH_SMURFSINK_0000018,0.0,8378.12,1,0,structuring_smurfing,1
667,TRANSFER,3742.5,SYNTH_SMURF_0000018,35859.47,32116.98,SYNTH_SMURFSINK_0000018,0.0,3742.5,1,0,structuring_smurfing,1
677,TRANSFER,7078.02,SYNTH_SMURF_0000018,32116.98,25038.95,SYNTH_SMURFSINK_0000018,0.0,7078.02,1,0,structuring_smurfing,1
624,TRANSFER,9425.94,SYNTH_SMURF_0000018,25038.95,15613.01,SYNTH_SMURFSINK_0000018,0.0,9425.94,1,0,structuring_smurfing,1
486,TRANSFER,5694.33,SYNTH_SMURF_0000018,15613.01,9918.69,SYNTH_SMURFSINK_0000018,0.0,5694.33,1,0,structuring_smurfing,1
402,TRANSFER,3341.33,SYNTH_SMURF_0000018,9918.69,6577.36,SYNTH_SMURFSINK_0000018,0.0,3341.33,1,0,structuring_smurfing,1
453,TRANSFER,3226.98,SYNTH_SMURF_0000019,39891.53,36664.55,SYNTH_SMURFSINK_0000019,0.0,3226.98,1,0,structuring_smurfing,1
683,TRANSFER,7576.2,SYNTH_SMURF_0000019,36664.55,29088.35,SYNTH_SMURFSINK_0000019,0.0,7576.2,1,0,structuring_smurfing,1
500,TRANSFER,9368.33,SYNTH_SMURF_0000019,29088.35,19720.03,SYNTH_SMURFSINK_0000019,0.0,9368.33,1,0,structuring_smurfing,1
673,TRANSFER,8555.31,SYNTH_SMURF_0000019,19720.03,11164.72,SYNTH_SMURFSINK_0000019,0.0,8555.31,1,0,structuring_smurfing,1
71,TRANSFER,4857.23,SYNTH_SMURF_0000019,11164.72,6307.49,SYNTH_SMURFSINK_0000019,0.0,4857.23,1,0,structuring_smurfing,1
390,TRANSFER,3357.28,SYNTH_SMURF_0000019,6307.49,2950.21,SYNTH_SMURFSINK_0000019,0.0,3357.28,1,0,structuring_smurfing,1
729,TRANSFER,3648.24,SYNTH_SMURF_0000020,34791.32,31143.07,SYNTH_SMURFSINK_0000020,0.0,3648.24,1,0,structuring_smurfing,1
167,TRANSFER,4559.31,SYNTH_SMURF_0000020,31143.07,26583.77,SYNTH_SMURFSINK_0000020,0.0,4559.31,1,0,structuring_smurfing,1
281,TRANSFER,8605.49,SYNTH_SMURF_0000020,26583.77,17978.28,SYNTH_SMURFSINK_0000020,0.0,8605.49,1,0,structuring_smurfing,1
144,TRANSFER,3977.08,SYNTH_SMURF_0000020,17978.28,14001.2,SYNTH_SMURFSINK_0000020,0.0,3977.08,1,0,structuring_smurfing,1
291,TRANSFER,4518.88,SYNTH_SMURF_0000020,14001.2,9482.32,SYNTH_SMURFSINK_0000020,0.0,4518.88,1,0,structuring_smurfing,1
434,TRANSFER,6675.71,SYNTH_SMURF_0000020,9482.32,2806.6,SYNTH_SMURFSINK_0000020,0.0,6675.71,1,0,structuring_smurfing,1
400,TRANSFER,9120.01,SYNTH_SMURF_0000021,50958.31,41838.31,SYNTH_SMURFSINK_0000021,0.0,9120.01,1,0,structuring_smurfing,1
508,TRANSFER,9046.68,SYNTH_SMURF_0000021,41838.31,32791.63,SYNTH_SMURFSINK_0000021,0.0,9046.68,1,0,structuring_smurfing,1
374,TRANSFER,8554.89,SYNTH_SMURF_0000021,32791.63,24236.74,SYNTH_SMURFSINK_0000021,0.0,8554.89,1,0,structuring_smurfing,1
49,TRANSFER,7229.62,SYNTH_SMURF_0000021,24236.74,17007.12,SYNTH_SMURFSINK_0000021,0.0,7229.62,1,0,structuring_smurfing,1
31,TRANSFER,7154.98,SYNTH_SMURF_0000021,17007.12,9852.14,SYNTH_SMURFSINK_0000021,0.0,7154.98,1,0,structuring_smurfing,1
683,TRANSFER,7282.72,SYNTH_SMURF_0000021,9852.14,2569.42,SYNTH_SMURFSINK_0000021,0.0,7282.72,1,0,structuring_smurfing,1
645,TRANSFER,6415.22,SYNTH_SMURF_0000022,41383.88,34968.65,SYNTH_SMURFSINK_0000022,0.0,6415.22,1,0,structuring_smurfing,1
276,TRANSFER,6398.17,SYNTH_SMURF_0000022,34968.65,28570.48,SYNTH_SMURFSINK_0000022,0.0,6398.17,1,0,structuring_smurfing,1
78,TRANSFER,5927.83,SYNTH_SMURF_0000022,28570.48,22642.65,SYNTH_SMURFSINK_0000022,0.0,5927.83,1,0,structuring_smurfing,1
688,TRANSFER,5276.1,SYNTH_SMURF_0000022,22642.65,17366.55,SYNTH_SMURFSINK_0000022,0.0,5276.1,1,0,structuring_smurfing,1
335,TRANSFER,4673.83,SYNTH_SMURF_0000022,17366.55,12692.71,SYNTH_SMURFSINK_0000022,0.0,4673.83,1,0,structuring_smurfing,1
147,TRANSFER,6534.55,SYNTH_SMURF_0000022,12692.71,6158.16,SYNTH_SMURFSINK_0000022,0.0,6534.55,1,0,structuring_smurfing,1
207,TRANSFER,7313.06,SYNTH_SMURF_0000023,44624.32,37311.26,SYNTH_SMURFSINK_0000023,0.0,7313.06,1,0,structuring_smurfing,1
354,TRANSFER,9365.01,SYNTH_SMURF_0000023,37311.26,27946.24,SYNTH_SMURFSINK_0000023,0.0,9365.01,1,0,structuring_smurfing,1
611,TRANSFER,4910.98,SYNTH_SMURF_0000023,27946.24,23035.26,SYNTH_SMURFSINK_0000023,0.0,4910.98,1,0,structuring_smurfing,1
57,TRANSFER,7641.57,SYNTH_SMURF_0000023,23035.26,15393.69,SYNTH_SMURFSINK_0000023,0.0,7641.57,1,0,structuring_smurfing,1
578,TRANSFER,3167.77,SYNTH_SMURF_0000023,15393.69,12225.92,SYNTH_SMURFSINK_0000023,0.0,3167.77,1,0,structuring_smurfing,1
453,TRANSFER,4758.0,SYNTH_SMURF_0000023,12225.92,7467.92,SYNTH_SMURFSINK_0000023,0.0,4758.0,1,0,structuring_smurfing,1
475,TRANSFER,5653.64,SYNTH_SMURF_0000024,41438.35,35784.72,SYNTH_SMURFSINK_0000024,0.0,5653.64,1,0,structuring_smurfing,1
413,TRANSFER,3276.4,SYNTH_SMURF_0000024,35784.72,32508.32,SYNTH_SMURFSINK_0000024,0.0,3276.4,1,0,structuring_smurfing,1
452,TRANSFER,3669.68,SYNTH_SMURF_0000024,32508.32,28838.64,SYNTH_SMURFSINK_0000024,0.0,3669.68,1,0,structuring_smurfing,1
551,TRANSFER,7388.47,SYNTH_SMURF_0000024,28838.64,21450.17,SYNTH_SMURFSINK_0000024,0.0,7388.47,1,0,structuring_smurfing,1
343,TRANSFER,9670.22,SYNTH_SMURF_0000024,21450.17,11779.95,SYNTH_SMURFSINK_0000024,0.0,9670.22,1,0,structuring_smurfing,1
607,TRANSFER,3105.88,SYNTH_SMURF_0000024,11779.95,8674.07,SYNTH_SMURFSINK_0000024,0.0,3105.88,1,0,structuring_smurfing,1
254,TRANSFER,3819.34,SYNTH_SMURF_0000025,40511.01,36691.67,SYNTH_SMURFSINK_0000025,0.0,3819.34,1,0,structuring_smurfing,1
10,TRANSFER,9205.42,SYNTH_SMURF_0000025,36691.67,27486.25,SYNTH_SMURFSINK_0000025,0.0,9205.42,1,0,structuring_smurfing,1
427,TRANSFER,3174.32,SYNTH_SMURF_0000025,27486.25,24311.93,SYNTH_SMURFSINK_0000025,0.0,3174.32,1,0,structuring_smurfing,1
331,TRANSFER,8602.54,SYNTH_SMURF_0000025,24311.93,15709.39,SYNTH_SMURFSINK_0000025,0.0,8602.54,1,0,structuring_smurfing,1
606,TRANSFER,3514.16,SYNTH_SMURF_0000025,15709.39,12195.23,SYNTH_SMURFSINK_0000025,0.0,3514.16,1,0,structuring_smurfing,1
252,TRANSFER,4304.01,SYNTH_SMURF_0000025,12195.23,7891.22,SYNTH_SMURFSINK_0000025,0.0,4304.01,1,0,structuring_smurfing,1
277,TRANSFER,8983.97,SYNTH_SMURF_0000026,46912.49,37928.51,SYNTH_SMURFSINK_0000026,0.0,8983.97,1,0,structuring_smurfing,1
302,TRANSFER,7372.2,SYNTH_SMURF_0000026,37928.51,30556.31,SYNTH_SMURFSINK_0000026,0.0,7372.2,1,0,structuring_smurfing,1
691,TRANSFER,3833.55,SYNTH_SMURF_0000026,30556.31,26722.76,SYNTH_SMURFSINK_0000026,0.0,3833.55,1,0,structuring_smurfing,1
687,TRANSFER,4979.12,SYNTH_SMURF_0000026,26722.76,21743.64,SYNTH_SMURFSINK_0000026,0.0,4979.12,1,0,structuring_smurfing,1
420,TRANSFER,9119.23,SYNTH_SMURF_0000026,21743.64,12624.41,SYNTH_SMURFSINK_0000026,0.0,9119.23,1,0,structuring_smurfing,1
681,TRANSFER,3594.52,SYNTH_SMURF_0000026,12624.41,9029.89,SYNTH_SMURFSINK_0000026,0.0,3594.52,1,0,structuring_smurfing,1
225,TRANSFER,3211.59,SYNTH_SMURF_0000027,34813.13,31601.54,SYNTH_SMURFSINK_0000027,0.0,3211.59,1,0,structuring_smurfing,1
653,TRANSFER,3965.85,SYNTH_SMURF_0000027,31601.54,27635.68,SYNTH_SMURFSINK_0000027,0.0,3965.85,1,0,structuring_smurfing,1
644,TRANSFER,7115.13,SYNTH_SMURF_0000027,27635.68,20520.55,SYNTH_SMURFSINK_0000027,0.0,7115.13,1,0,structuring_smurfing,1
582,TRANSFER,4558.1,SYNTH_SMURF_0000027,20520.55,15962.45,SYNTH_SMURFSINK_0000027,0.0,4558.1,1,0,structuring_smurfing,1
373,TRANSFER,7462.55,SYNTH_SMURF_0000027,15962.45,8499.9,SYNTH_SMURFSINK_0000027,0.0,7462.55,1,0,structuring_smurfing,1
366,TRANSFER,5353.19,SYNTH_SMURF_0000027,8499.9,3146.71,SYNTH_SMURFSINK_0000027,0.0,5353.19,1,0,structuring_smurfing,1
440,TRANSFER,8767.94,SYNTH_SMURF_0000028,54589.46,45821.52,SYNTH_SMURFSINK_0000028,0.0,8767.94,1,0,structuring_smurfing,1
673,TRANSFER,8514.55,SYNTH_SMURF_0000028,45821.52,37306.97,SYNTH_SMURFSINK_0000028,0.0,8514.55,1,0,structuring_smurfing,1
